"","method","model","nsim","ntrt","pi0","nep_h0","nep_ha","slope","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"54","bt","glm",167,100,0.1,2,8,0.2,0,0,0,4,4,163,1336,167,167
"55","bt","glm",167,25,0.1,8,2,0.001,0.5,0,0,16,12,155,2,2,0
"56","bt","glm",167,50,0.1,8,2,0.001,0.5,0,0,18,13,154,5,4,1
"57","bt","glm",167,100,0.1,8,2,0.001,0.5,0,0,7,7,160,3,3,0
"58","bt","glm",167,25,0.1,2,8,0.001,0.5,0,0,1,1,166,15,11,0
"59","bt","glm",167,50,0.1,2,8,0.001,0.5,0,0,1,1,166,11,9,0
"60","bt","glm",167,100,0.1,2,8,0.001,0.5,0,0,1,1,166,8,6,0
"61","bt","glm",167,25,0.1,8,2,0.025,0.5,0,0,11,6,161,2,2,0
"62","bt","glm",167,50,0.1,8,2,0.025,0.5,0,0,2,2,165,10,8,2
"63","bt","glm",167,100,0.1,8,2,0.025,0.5,0,0,6,6,161,7,7,0
"64","bt","glm",167,25,0.1,2,8,0.025,0.5,0,0,0,0,167,13,10,0
"65","bt","glm",167,50,0.1,2,8,0.025,0.5,0,0,1,1,166,21,16,0
"66","bt","glm",167,100,0.1,2,8,0.025,0.5,0,0,4,3,164,25,23,0
"67","bt","glm",167,25,0.1,8,2,0.05,0.5,0,0,13,6,161,7,7,0
"68","bt","glm",167,50,0.1,8,2,0.05,0.5,0,0,4,4,163,21,18,3
"69","bt","glm",167,100,0.1,8,2,0.05,0.5,0,0,7,5,162,42,35,7
"70","bt","glm",167,25,0.1,2,8,0.05,0.5,0,0,2,2,165,55,32,0
"71","bt","glm",167,50,0.1,2,8,0.05,0.5,0,0,2,2,165,64,34,0
"72","bt","glm",167,100,0.1,2,8,0.05,0.5,0,0,2,2,165,119,63,0
"73","bt","glm",167,25,0.1,8,2,0.075,0.5,0,0,4,4,163,30,25,5
"74","bt","glm",167,50,0.1,8,2,0.075,0.5,0,0,8,6,161,47,43,4
"75","bt","glm",167,100,0.1,8,2,0.075,0.5,0,0,9,7,160,79,59,20
"76","bt","glm",167,25,0.1,2,8,0.075,0.5,0,0,2,2,165,68,40,0
"77","bt","glm",167,50,0.1,2,8,0.075,0.5,0,0,1,1,166,141,66,2
"78","bt","glm",167,100,0.1,2,8,0.075,0.5,0,0,0,0,167,346,111,5
"79","bt","glm",167,25,0.1,8,2,0.1,0.5,0,0,14,9,158,39,36,3
"80","bt","glm",167,50,0.1,8,2,0.1,0.5,0,0,7,6,161,97,76,21
"81","bt","glm",167,100,0.1,8,2,0.1,0.5,0,0,11,9,158,182,119,63
"82","bt","glm",167,25,0.1,2,8,0.1,0.5,0,0,6,5,162,163,73,0
"83","bt","glm",167,50,0.1,2,8,0.1,0.5,0,0,1,1,166,338,111,3
"84","bt","glm",167,100,0.1,2,8,0.1,0.5,0,0,3,3,164,675,152,19
"85","bt","glm",167,25,0.1,8,2,0.125,0.5,0,0,6,4,163,90,70,20
"86","bt","glm",167,50,0.1,8,2,0.125,0.5,0,0,2,2,165,159,105,54
"87","bt","glm",167,100,0.1,8,2,0.125,0.5,0,0,8,7,160,271,153,118
"88","bt","glm",167,25,0.1,2,8,0.125,0.5,0,0,3,3,164,364,106,3
"89","bt","glm",167,50,0.1,2,8,0.125,0.5,0,0,0,0,167,560,134,9
"90","bt","glm",167,100,0.1,2,8,0.125,0.5,0,0,5,5,162,1067,166,70
"91","bt","glm",167,25,0.1,8,2,0.15,0.5,0,0,10,6,161,137,93,44
"92","bt","glm",167,50,0.1,8,2,0.15,0.5,0,0,9,8,159,245,144,101
"93","bt","glm",167,100,0.1,8,2,0.15,0.5,0,0,9,6,161,318,164,154
"94","bt","glm",167,25,0.1,2,8,0.15,0.5,0,0,2,2,165,480,130,5
"95","bt","glm",167,50,0.1,2,8,0.15,0.5,0,0,2,2,165,953,166,46
"96","bt","glm",167,100,0.1,2,8,0.15,0.5,0,0,2,2,165,1292,167,141
"97","bt","glm",167,25,0.1,8,2,0.175,0.5,0,0,9,6,161,191,123,68
"98","bt","glm",167,50,0.1,8,2,0.175,0.5,0,0,3,3,164,300,162,138
"99","bt","glm",167,100,0.1,8,2,0.175,0.5,0,0,14,10,157,328,166,162
"100","bt","glm",167,25,0.1,2,8,0.175,0.5,0,0,1,1,166,749,159,26
"101","bt","glm",167,50,0.1,2,8,0.175,0.5,0,0,1,1,166,1195,167,93
"102","bt","glm",167,100,0.1,2,8,0.175,0.5,0,0,2,2,165,1336,167,167
"103","bt","glm",167,25,0.1,8,2,0.2,0.5,0,0,4,3,164,249,146,103
"104","bt","glm",167,50,0.1,8,2,0.2,0.5,0,0,13,10,157,328,166,162
"105","bt","glm",167,100,0.1,8,2,0.2,0.5,0,0,6,4,163,334,167,167
"106","bt","glm",167,25,0.1,2,8,0.2,0.5,0,0,2,1,166,944,161,47
"107","bt","glm",167,50,0.1,2,8,0.2,0.5,0,0,7,6,161,1308,167,150
"108","bt","glm",167,100,0.1,2,8,0.2,0.5,0,0,2,2,165,1336,167,167
"109","bt","glm",167,25,0.1,8,2,0.001,0.9,0,0,24,7,160,6,5,1
"110","bt","glm",167,50,0.1,8,2,0.001,0.9,0,0,27,7,160,5,4,1
"111","bt","glm",167,100,0.1,8,2,0.001,0.9,0,0,18,4,163,2,2,0
"112","bt","glm",167,25,0.1,2,8,0.001,0.9,0,0,3,2,165,22,8,0
"113","bt","glm",167,50,0.1,2,8,0.001,0.9,0,0,2,1,166,12,4,0
"114","bt","glm",167,100,0.1,2,8,0.001,0.9,0,0,0,0,167,24,9,0
"115","bt","glm",167,25,0.1,8,2,0.025,0.9,0,0,25,7,160,8,6,2
"116","bt","glm",167,50,0.1,8,2,0.025,0.9,0,0,20,7,160,7,4,3
"117","bt","glm",167,100,0.1,8,2,0.025,0.9,0,0,27,6,161,11,9,2
"118","bt","glm",167,25,0.1,2,8,0.025,0.9,0,0,4,3,164,33,9,0
"119","bt","glm",167,50,0.1,2,8,0.025,0.9,0,0,1,1,166,32,7,2
"120","bt","glm",167,100,0.1,2,8,0.025,0.9,0,0,0,0,167,30,9,1
"121","bt","glm",167,25,0.1,8,2,0.05,0.9,0,0,6,2,165,19,13,6
"122","bt","glm",167,50,0.1,8,2,0.05,0.9,0,0,6,5,162,14,9,5
"123","bt","glm",167,100,0.1,8,2,0.05,0.9,0,0,8,4,163,31,19,12
"124","bt","glm",167,25,0.1,2,8,0.05,0.9,0,0,2,2,165,54,16,2
"125","bt","glm",167,50,0.1,2,8,0.05,0.9,0,0,4,2,165,127,29,4
"126","bt","glm",167,100,0.1,2,8,0.05,0.9,0,0,5,4,163,230,44,17
"127","bt","glm",167,25,0.1,8,2,0.075,0.9,0,0,28,7,160,38,25,13
"128","bt","glm",167,50,0.1,8,2,0.075,0.9,0,0,4,3,164,52,34,18
"129","bt","glm",167,100,0.1,8,2,0.075,0.9,0,0,6,4,163,96,61,35
"130","bt","glm",167,25,0.1,2,8,0.075,0.9,0,0,2,1,166,124,31,9
"131","bt","glm",167,50,0.1,2,8,0.075,0.9,0,0,3,3,164,223,51,10
"132","bt","glm",167,100,0.1,2,8,0.075,0.9,0,0,3,2,165,466,81,29
"133","bt","glm",167,25,0.1,8,2,0.1,0.9,0,0,28,8,159,77,49,28
"134","bt","glm",167,50,0.1,8,2,0.1,0.9,0,0,10,6,161,114,70,44
"135","bt","glm",167,100,0.1,8,2,0.1,0.9,0,0,26,9,158,197,107,90
"136","bt","glm",167,25,0.1,2,8,0.1,0.9,0,0,3,2,165,284,53,20
"137","bt","glm",167,50,0.1,2,8,0.1,0.9,0,0,7,4,163,368,71,25
"138","bt","glm",167,100,0.1,2,8,0.1,0.9,0,0,4,3,164,824,135,71
"139","bt","glm",167,25,0.1,8,2,0.125,0.9,0,0,2,2,165,117,67,50
"140","bt","glm",167,50,0.1,8,2,0.125,0.9,0,0,24,5,162,180,103,77
"141","bt","glm",167,100,0.1,8,2,0.125,0.9,0,0,15,5,162,289,150,139
"142","bt","glm",167,25,0.1,2,8,0.125,0.9,0,0,4,4,163,510,93,37
"143","bt","glm",167,50,0.1,2,8,0.125,0.9,0,0,1,1,166,746,119,61
"144","bt","glm",167,100,0.1,2,8,0.125,0.9,0,0,3,2,165,1148,156,124
"145","bt","glm",167,25,0.1,8,2,0.15,0.9,0,0,18,8,159,156,88,68
"146","bt","glm",167,50,0.1,8,2,0.15,0.9,0,0,19,5,162,266,141,125
"147","bt","glm",167,100,0.1,8,2,0.15,0.9,0,0,10,7,160,325,163,162
"148","bt","glm",167,25,0.1,2,8,0.15,0.9,0,0,3,3,164,648,118,47
"149","bt","glm",167,50,0.1,2,8,0.15,0.9,0,0,3,2,165,982,139,98
"150","bt","glm",167,100,0.1,2,8,0.15,0.9,0,0,5,3,164,1295,166,154
"151","bt","glm",167,25,0.1,8,2,0.175,0.9,0,0,7,3,164,232,124,108
"152","bt","glm",167,50,0.1,8,2,0.175,0.9,0,0,18,7,160,315,162,153
"153","bt","glm",167,100,0.1,8,2,0.175,0.9,0,0,17,5,162,334,167,167
"154","bt","glm",167,25,0.1,2,8,0.175,0.9,0,0,4,2,165,876,132,81
"155","bt","glm",167,50,0.1,2,8,0.175,0.9,0,0,7,5,162,1198,161,132
"156","bt","glm",167,100,0.1,2,8,0.175,0.9,0,0,6,5,162,1334,167,166
"157","bt","glm",167,25,0.1,8,2,0.2,0.9,0,0,18,5,162,262,138,124
"158","bt","glm",167,50,0.1,8,2,0.2,0.9,0,0,19,7,160,328,167,161
"159","bt","glm",167,100,0.1,8,2,0.2,0.9,0,0,19,8,159,334,167,167
"160","bt","glm",167,25,0.1,2,8,0.2,0.9,0,0,5,3,164,1053,150,105
"161","bt","glm",167,50,0.1,2,8,0.2,0.9,0,0,1,1,166,1316,167,159
"162","bt","glm",167,100,0.1,2,8,0.2,0.9,0,0,4,2,165,1336,167,167
"163","bt","glm",167,25,0.1,8,2,0.001,0,0,0,8,8,159,1,1,0
"164","bt","glm",167,50,0.1,8,2,0.001,0,0,0,8,8,159,1,1,0
"165","bt","glm",167,100,0.1,8,2,0.001,0,0,0,8,8,159,2,2,0
"166","bt","glm",167,25,0.1,2,8,0.001,0,0,0,3,3,164,7,7,0
"167","bt","glm",167,50,0.1,2,8,0.001,0,0,0,1,1,166,8,8,0
"168","bt","glm",167,100,0.1,2,8,0.001,0,0,0,1,1,166,8,7,0
"169","bt","glm",167,25,0.1,8,2,0.025,0,0,0,6,6,161,2,2,0
"170","bt","glm",167,50,0.1,8,2,0.025,0,0,0,7,6,161,2,2,0
"171","bt","glm",167,100,0.1,8,2,0.025,0,0,0,6,6,161,7,7,0
"172","bt","glm",167,25,0.1,2,8,0.025,0,0,0,2,2,165,17,17,0
"173","bt","glm",167,50,0.1,2,8,0.025,0,0,0,2,2,165,15,14,0
"174","bt","glm",167,100,0.1,2,8,0.025,0,0,0,4,4,163,24,23,0
"175","bt","glm",167,25,0.1,8,2,0.05,0,0,0,9,9,158,11,11,0
"176","bt","glm",167,50,0.1,8,2,0.05,0,0,0,7,7,160,11,11,0
"177","bt","glm",167,100,0.1,8,2,0.05,0,0,0,6,6,161,23,22,1
"178","bt","glm",167,25,0.1,2,8,0.05,0,0,0,2,2,165,35,32,0
"179","bt","glm",167,50,0.1,2,8,0.05,0,0,0,3,3,164,63,56,0
"180","bt","glm",167,100,0.1,2,8,0.05,0,0,0,0,0,167,97,78,0
"181","bt","glm",167,25,0.1,8,2,0.075,0,0,0,9,9,158,27,26,1
"182","bt","glm",167,50,0.1,8,2,0.075,0,0,0,3,3,164,28,27,1
"183","bt","glm",167,100,0.1,8,2,0.075,0,0,0,9,9,158,92,78,14
"184","bt","glm",167,25,0.1,2,8,0.075,0,0,0,2,2,165,57,46,0
"185","bt","glm",167,50,0.1,2,8,0.075,0,0,0,0,0,167,141,102,0
"186","bt","glm",167,100,0.1,2,8,0.075,0,0,0,1,1,166,319,147,0
"187","bt","glm",167,25,0.1,8,2,0.1,0,0,0,8,8,159,31,29,2
"188","bt","glm",167,50,0.1,8,2,0.1,0,0,0,11,10,157,94,83,11
"189","bt","glm",167,100,0.1,8,2,0.1,0,0,0,2,2,165,186,128,58
"190","bt","glm",167,25,0.1,2,8,0.1,0,0,0,1,1,166,149,102,0
"191","bt","glm",167,50,0.1,2,8,0.1,0,0,0,0,0,167,292,141,0
"192","bt","glm",167,100,0.1,2,8,0.1,0,0,0,1,1,166,701,167,0
"193","bt","glm",167,25,0.1,8,2,0.125,0,0,0,4,4,163,80,74,6
"194","bt","glm",167,50,0.1,8,2,0.125,0,0,0,8,7,160,138,110,28
"195","bt","glm",167,100,0.1,8,2,0.125,0,0,0,3,3,164,270,165,105
"196","bt","glm",167,25,0.1,2,8,0.125,0,0,0,0,0,167,289,147,0
"197","bt","glm",167,50,0.1,2,8,0.125,0,0,0,1,1,166,595,164,0
"198","bt","glm",167,100,0.1,2,8,0.125,0,0,0,2,2,165,1065,167,31
"199","bt","glm",167,25,0.1,8,2,0.15,0,0,0,4,4,163,140,113,27
"200","bt","glm",167,50,0.1,8,2,0.15,0,0,0,9,9,158,229,145,84
"201","bt","glm",167,100,0.1,8,2,0.15,0,0,0,4,4,163,316,166,150
"202","bt","glm",167,25,0.1,2,8,0.15,0,0,0,2,2,165,479,163,0
"203","bt","glm",167,50,0.1,2,8,0.15,0,0,0,0,0,167,914,167,10
"204","bt","glm",167,100,0.1,2,8,0.15,0,0,0,1,1,166,1284,167,122
"205","bt","glm",167,25,0.1,8,2,0.175,0,0,0,4,4,163,192,141,51
"206","bt","glm",167,50,0.1,8,2,0.175,0,0,0,6,6,161,298,164,134
"207","bt","glm",167,100,0.1,8,2,0.175,0,0,0,5,5,162,333,167,166
"208","bt","glm",167,25,0.1,2,8,0.175,0,0,0,2,2,165,689,165,1
"209","bt","glm",167,50,0.1,2,8,0.175,0,0,0,1,1,166,1143,167,44
"210","bt","glm",167,100,0.1,2,8,0.175,0,0,0,1,1,166,1329,167,160
"211","bt","glm",167,25,0.1,8,2,0.2,0,0,0,6,6,161,253,159,94
"212","bt","glm",167,50,0.1,8,2,0.2,0,0,0,7,7,160,328,167,161
"213","bt","glm",167,100,0.1,8,2,0.2,0,0,0,3,3,164,334,167,167
"214","bt","glm",167,25,0.1,2,8,0.2,0,0,0,1,1,166,925,167,4
"215","bt","glm",167,50,0.1,2,8,0.2,0,0,0,2,2,165,1274,167,118
"216","bt","glm",167,100,0.1,2,8,0.2,0,0,0,0,0,167,1336,167,167
"217","bt","glm",167,25,0.1,8,2,0.001,0.5,0,0,7,3,164,3,3,0
"218","bt","glm",167,50,0.1,8,2,0.001,0.5,0,0,7,5,162,1,1,0
"219","bt","glm",167,100,0.1,8,2,0.001,0.5,0,0,8,7,160,5,4,1
"220","bt","glm",167,25,0.1,2,8,0.001,0.5,0,0,0,0,167,5,5,0
"221","bt","glm",167,50,0.1,2,8,0.001,0.5,0,0,1,1,166,8,7,0
"222","bt","glm",167,100,0.1,2,8,0.001,0.5,0,0,1,1,166,6,4,0
"223","bt","glm",167,25,0.1,8,2,0.025,0.5,0,0,5,5,162,7,7,0
"224","bt","glm",167,50,0.1,8,2,0.025,0.5,0,0,10,6,161,1,1,0
"225","bt","glm",167,100,0.1,8,2,0.025,0.5,0,0,14,10,157,11,9,2
"226","bt","glm",167,25,0.1,2,8,0.025,0.5,0,0,4,4,163,22,13,0
"227","bt","glm",167,50,0.1,2,8,0.025,0.5,0,0,0,0,167,33,18,0
"228","bt","glm",167,100,0.1,2,8,0.025,0.5,0,0,2,2,165,15,13,0
"229","bt","glm",167,25,0.1,8,2,0.05,0.5,0,0,9,7,160,7,7,0
"230","bt","glm",167,50,0.1,8,2,0.05,0.5,0,0,5,4,163,13,12,1
"231","bt","glm",167,100,0.1,8,2,0.05,0.5,0,0,7,7,160,17,13,4
"232","bt","glm",167,25,0.1,2,8,0.05,0.5,0,0,1,1,166,32,26,0
"233","bt","glm",167,50,0.1,2,8,0.05,0.5,0,0,5,5,162,70,37,0
"234","bt","glm",167,100,0.1,2,8,0.05,0.5,0,0,1,1,166,114,52,0
"235","bt","glm",167,25,0.1,8,2,0.075,0.5,0,0,11,9,158,32,26,6
"236","bt","glm",167,50,0.1,8,2,0.075,0.5,0,0,11,6,161,30,25,5
"237","bt","glm",167,100,0.1,8,2,0.075,0.5,0,0,11,9,158,82,63,19
"238","bt","glm",167,25,0.1,2,8,0.075,0.5,0,0,2,2,165,92,40,0
"239","bt","glm",167,50,0.1,2,8,0.075,0.5,0,0,5,5,162,137,59,0
"240","bt","glm",167,100,0.1,2,8,0.075,0.5,0,0,1,1,166,336,109,2
"241","bt","glm",167,25,0.1,8,2,0.1,0.5,0,0,4,4,163,62,47,15
"242","bt","glm",167,50,0.1,8,2,0.1,0.5,0,0,9,6,161,108,75,33
"243","bt","glm",167,100,0.1,8,2,0.1,0.5,0,0,9,8,159,185,121,64
"244","bt","glm",167,25,0.1,2,8,0.1,0.5,0,0,3,3,164,165,69,0
"245","bt","glm",167,50,0.1,2,8,0.1,0.5,0,0,3,2,165,377,118,2
"246","bt","glm",167,100,0.1,2,8,0.1,0.5,0,0,0,0,167,688,145,21
"247","bt","glm",167,25,0.1,8,2,0.125,0.5,0,0,10,8,159,78,61,17
"248","bt","glm",167,50,0.1,8,2,0.125,0.5,0,0,12,8,159,167,112,55
"249","bt","glm",167,100,0.1,8,2,0.125,0.5,0,0,8,6,161,262,152,110
"250","bt","glm",167,25,0.1,2,8,0.125,0.5,0,0,1,1,166,299,106,3
"251","bt","glm",167,50,0.1,2,8,0.125,0.5,0,0,4,3,164,616,145,17
"252","bt","glm",167,100,0.1,2,8,0.125,0.5,0,0,0,0,167,1100,166,76
"253","bt","glm",167,25,0.1,8,2,0.15,0.5,0,0,6,6,161,133,99,34
"254","bt","glm",167,50,0.1,8,2,0.15,0.5,0,0,12,9,158,244,145,99
"255","bt","glm",167,100,0.1,8,2,0.15,0.5,0,0,13,10,157,326,167,159
"256","bt","glm",167,25,0.1,2,8,0.15,0.5,0,0,1,1,166,468,130,8
"257","bt","glm",167,50,0.1,2,8,0.15,0.5,0,0,1,1,166,938,163,48
"258","bt","glm",167,100,0.1,2,8,0.15,0.5,0,0,2,2,165,1283,167,136
"259","bt","glm",167,25,0.1,8,2,0.175,0.5,0,0,6,5,162,190,123,67
"260","bt","glm",167,50,0.1,8,2,0.175,0.5,0,0,5,5,162,294,161,133
"261","bt","glm",167,100,0.1,8,2,0.175,0.5,0,0,7,6,161,334,167,167
"262","bt","glm",167,25,0.1,2,8,0.175,0.5,0,0,1,1,166,731,151,20
"263","bt","glm",167,50,0.1,2,8,0.175,0.5,0,0,6,5,162,1187,166,105
"264","bt","glm",167,100,0.1,2,8,0.175,0.5,0,0,1,1,166,1331,167,164
"265","bt","glm",167,25,0.1,8,2,0.2,0.5,0,0,5,5,162,248,144,104
"266","bt","glm",167,50,0.1,8,2,0.2,0.5,0,0,9,8,159,326,167,159
"267","bt","glm",167,100,0.1,8,2,0.2,0.5,0,0,9,7,160,334,167,167
"268","bt","glm",167,25,0.1,2,8,0.2,0.5,0,0,1,1,166,1033,163,65
"269","bt","glm",167,50,0.1,2,8,0.2,0.5,0,0,0,0,167,1275,167,135
"270","bt","glm",167,100,0.1,2,8,0.2,0.5,0,0,1,1,166,1336,167,167
"271","bt","glm",167,25,0.1,8,2,0.001,0.9,0,0,5,4,163,5,3,2
"272","bt","glm",167,50,0.1,8,2,0.001,0.9,0,0,10,3,164,1,1,0
"273","bt","glm",167,100,0.1,8,2,0.001,0.9,0,0,22,11,156,8,5,3
"274","bt","glm",167,25,0.1,2,8,0.001,0.9,0,0,4,3,164,15,8,0
"275","bt","glm",167,50,0.1,2,8,0.001,0.9,0,0,4,2,165,40,12,2
"276","bt","glm",167,100,0.1,2,8,0.001,0.9,0,0,5,4,163,12,5,0
"277","bt","glm",167,25,0.1,8,2,0.025,0.9,0,0,30,7,160,1,1,0
"278","bt","glm",167,50,0.1,8,2,0.025,0.9,0,0,16,3,164,8,7,1
"279","bt","glm",167,100,0.1,8,2,0.025,0.9,0,0,13,7,160,17,10,7
"280","bt","glm",167,25,0.1,2,8,0.025,0.9,0,0,3,2,165,44,13,0
"281","bt","glm",167,50,0.1,2,8,0.025,0.9,0,0,3,3,164,44,14,2
"282","bt","glm",167,100,0.1,2,8,0.025,0.9,0,0,1,1,166,43,13,2
"283","bt","glm",167,25,0.1,8,2,0.05,0.9,0,0,14,4,163,16,11,5
"284","bt","glm",167,50,0.1,8,2,0.05,0.9,0,0,10,3,164,25,17,8
"285","bt","glm",167,100,0.1,8,2,0.05,0.9,0,0,24,10,157,28,19,9
"286","bt","glm",167,25,0.1,2,8,0.05,0.9,0,0,4,4,163,72,18,2
"287","bt","glm",167,50,0.1,2,8,0.05,0.9,0,0,3,2,165,81,21,3
"288","bt","glm",167,100,0.1,2,8,0.05,0.9,0,0,1,1,166,172,37,10
"289","bt","glm",167,25,0.1,8,2,0.075,0.9,0,0,10,4,163,34,20,14
"290","bt","glm",167,50,0.1,8,2,0.075,0.9,0,0,13,4,163,55,35,20
"291","bt","glm",167,100,0.1,8,2,0.075,0.9,0,0,15,8,159,108,65,43
"292","bt","glm",167,25,0.1,2,8,0.075,0.9,0,0,4,3,164,101,27,4
"293","bt","glm",167,50,0.1,2,8,0.075,0.9,0,0,5,3,164,250,49,14
"294","bt","glm",167,100,0.1,2,8,0.075,0.9,0,0,7,4,163,460,87,28
"295","bt","glm",167,25,0.1,8,2,0.1,0.9,0,0,15,7,160,61,40,21
"296","bt","glm",167,50,0.1,8,2,0.1,0.9,0,0,10,3,164,105,66,39
"297","bt","glm",167,100,0.1,8,2,0.1,0.9,0,0,15,8,159,204,111,93
"298","bt","glm",167,25,0.1,2,8,0.1,0.9,0,0,3,2,165,240,54,15
"299","bt","glm",167,50,0.1,2,8,0.1,0.9,0,0,4,3,164,412,82,23
"300","bt","glm",167,100,0.1,2,8,0.1,0.9,0,0,0,0,167,871,129,78
"301","bt","glm",167,25,0.1,8,2,0.125,0.9,0,0,26,10,157,92,59,33
"302","bt","glm",167,50,0.1,8,2,0.125,0.9,0,0,28,9,158,191,102,89
"303","bt","glm",167,100,0.1,8,2,0.125,0.9,0,0,24,8,159,296,154,142
"304","bt","glm",167,25,0.1,2,8,0.125,0.9,0,0,5,4,163,398,73,25
"305","bt","glm",167,50,0.1,2,8,0.125,0.9,0,0,3,3,164,773,130,61
"306","bt","glm",167,100,0.1,2,8,0.125,0.9,0,0,6,4,163,1168,161,122
"307","bt","glm",167,25,0.1,8,2,0.15,0.9,0,0,18,5,162,168,92,76
"308","bt","glm",167,50,0.1,8,2,0.15,0.9,0,0,10,6,161,253,138,115
"309","bt","glm",167,100,0.1,8,2,0.15,0.9,0,0,18,6,161,328,166,162
"310","bt","glm",167,25,0.1,2,8,0.15,0.9,0,0,1,1,166,620,109,51
"311","bt","glm",167,50,0.1,2,8,0.15,0.9,0,0,2,2,165,1016,144,105
